"","Year","Site","Sub_site","Transect","Sum_abundance","M2","density_eck","Lat","Long"
"112",2020,"Baja_Mar","North",2,0,30,0,32.01655,-116.882683
"113",2020,"Baja_Mar","North",3,0,30,0,32.01655,-116.882683
"114",2020,"Baja_Mar","South",1,0,30,0,32.007817,-116.875617
"115",2020,"Baja_Mar","South",2,0,30,0,32.007817,-116.875617
"116",2020,"Baja_Mar","South",3,0,30,0,32.007817,-116.875617
"117",2020,"Campo_Lopez","North",1,0,30,0,32.157503,-116.911891
"118",2020,"Campo_Lopez","North",2,0,30,0,32.157503,-116.911891
"119",2020,"Campo_Lopez","North",3,0,30,0,32.157503,-116.911891
"120",2020,"Campo_Lopez","South",1,0,30,0,32.154178,-116.911088
"121",2020,"Campo_Lopez","South",2,0,30,0,32.154178,-116.911088
"122",2020,"Campo_Lopez","South",3,0,30,0,32.154178,-116.911088
"123",2020,"Isla_Todos_Santos_Expuesto","North",1,0,30,0,31.801562,-116.799888
"124",2020,"Isla_Todos_Santos_Expuesto","North",2,0,30,0,31.801562,-116.799888
"125",2020,"Isla_Todos_Santos_Expuesto","North",3,0,30,0,31.801562,-116.799888
"126",2020,"Isla_Todos_Santos_Expuesto","South",1,8,30,0.266666666666667,31.800083,-116.796467
"127",2020,"Isla_Todos_Santos_Expuesto","South",2,8,30,0.266666666666667,31.800083,-116.796467
"128",2020,"Isla_Todos_Santos_Expuesto","South",3,69,30,2.3,31.800083,-116.796467
"129",2020,"Isla_Todos_Santos_Protegido","North",1,1,30,0.0333333333333333,31.814561,-116.801723
"130",2020,"Isla_Todos_Santos_Protegido","North",2,0,30,0,31.814561,-116.801723
"131",2020,"Isla_Todos_Santos_Protegido","North",3,0,30,0,31.814561,-116.801723
"132",2020,"Isla_Todos_Santos_Protegido","South",1,1,30,0.0333333333333333,31.810967,-116.799483
"133",2020,"Isla_Todos_Santos_Protegido","South",2,0,30,0,31.810967,-116.799483
"134",2020,"Isla_Todos_Santos_Protegido","South",3,0,30,0,31.810967,-116.799483
"135",2020,"Sal_Si_Puedes","North",1,0,30,0,31.982592,-116.842221
"136",2020,"Sal_Si_Puedes","North",2,0,30,0,31.982592,-116.842221
"137",2020,"Sal_Si_Puedes","North",3,0,30,0,31.982592,-116.842221
"138",2020,"Sal_Si_Puedes","South",1,0,30,0,31.976803,-116.833583
"139",2020,"Sal_Si_Puedes","South",2,0,30,0,31.976803,-116.833583
"140",2020,"Sal_Si_Puedes","South",3,0,30,0,31.976803,-116.833583
"141",2020,"San_Miguel","North",1,0,30,0,31.9104345,-116.757552
"142",2020,"San_Miguel","North",2,0,30,0,31.9104345,-116.757552
"143",2020,"San_Miguel","North",3,0,30,0,31.9104345,-116.757552
"144",2020,"San_Miguel","South",1,0,30,0,31.906184,-116.7533225
"145",2020,"San_Miguel","South",2,0,30,0,31.906184,-116.7533225
"146",2020,"San_Miguel","South",3,0,30,0,31.906184,-116.7533225
"147",2021,"Baja_Mar","North",1,1,30,0.0333333333333333,32.01655,-116.882683
"148",2021,"Baja_Mar","North",2,2,30,0.0666666666666667,32.01655,-116.882683
"149",2021,"Baja_Mar","North",3,3,30,0.1,32.01655,-116.882683
"150",2021,"Baja_Mar","South",1,0,30,0,32.007817,-116.875617
"151",2021,"Baja_Mar","South",2,0,30,0,32.007817,-116.875617
"152",2021,"Baja_Mar","South",3,0,30,0,32.007817,-116.875617
"153",2021,"Campo_Lopez","North",1,0,30,0,32.157503,-116.911891
"154",2021,"Campo_Lopez","North",2,0,30,0,32.157503,-116.911891
"155",2021,"Campo_Lopez","North",3,0,30,0,32.157503,-116.911891
"156",2021,"Campo_Lopez","South",1,0,30,0,32.154178,-116.911088
"157",2021,"Campo_Lopez","South",2,0,30,0,32.154178,-116.911088
"158",2021,"Campo_Lopez","South",3,0,30,0,32.154178,-116.911088
"159",2021,"Isla_Todos_Santos_Expuesto","North",1,0,30,0,31.801562,-116.799888
"160",2021,"Isla_Todos_Santos_Expuesto","North",2,0,30,0,31.801562,-116.799888
"161",2021,"Isla_Todos_Santos_Expuesto","North",3,0,30,0,31.801562,-116.799888
"162",2021,"Isla_Todos_Santos_Expuesto","South",1,0,30,0,31.800083,-116.796467
"163",2021,"Isla_Todos_Santos_Expuesto","South",2,0,30,0,31.800083,-116.796467
"164",2021,"Isla_Todos_Santos_Expuesto","South",3,0,30,0,31.800083,-116.796467
"165",2021,"Isla_Todos_Santos_Protegido","North",1,0,30,0,31.814561,-116.801723
"166",2021,"Isla_Todos_Santos_Protegido","North",2,0,30,0,31.814561,-116.801723
"167",2021,"Isla_Todos_Santos_Protegido","North",3,0,30,0,31.814561,-116.801723
"168",2021,"Isla_Todos_Santos_Protegido","South",1,0,30,0,31.810967,-116.799483
"169",2021,"Isla_Todos_Santos_Protegido","South",2,0,30,0,31.810967,-116.799483
"170",2021,"Isla_Todos_Santos_Protegido","South",3,0,30,0,31.810967,-116.799483
"171",2021,"Sal_Si_Puedes","North",1,0,30,0,31.982592,-116.842221
"172",2021,"Sal_Si_Puedes","North",2,0,30,0,31.982592,-116.842221
"173",2021,"Sal_Si_Puedes","North",3,0,30,0,31.982592,-116.842221
"174",2021,"San_Miguel","North",1,0,30,0,31.9104345,-116.757552
"175",2021,"San_Miguel","North",2,0,30,0,31.9104345,-116.757552
"176",2021,"San_Miguel","North",3,0,30,0,31.9104345,-116.757552
"177",2021,"San_Miguel","South",1,0,30,0,31.906184,-116.7533225
"178",2021,"San_Miguel","South",2,0,30,0,31.906184,-116.7533225
"179",2021,"San_Miguel","South",3,0,30,0,31.906184,-116.7533225
"180",2022,"Baja_Mar","North",1,0,NA,0,32.01655,-116.882683
"181",2022,"Baja_Mar","North",2,0,NA,0,32.01655,-116.882683
"182",2022,"Baja_Mar","North",3,0,NA,0,32.01655,-116.882683
"183",2022,"Baja_Mar","South",1,0,NA,0,32.007817,-116.875617
"184",2022,"Baja_Mar","South",2,0,NA,0,32.007817,-116.875617
"185",2022,"Baja_Mar","South",3,0,NA,0,32.007817,-116.875617
"186",2022,"Campo_Lopez","North",1,0,NA,0,32.157503,-116.911891
"187",2022,"Campo_Lopez","North",2,0,NA,0,32.157503,-116.911891
"188",2022,"Campo_Lopez","North",3,0,NA,0,32.157503,-116.911891
"189",2022,"Campo_Lopez","South",1,0,NA,0,32.154178,-116.911088
"190",2022,"Campo_Lopez","South",2,0,NA,0,32.154178,-116.911088
"191",2022,"Campo_Lopez","South",3,0,NA,0,32.154178,-116.911088
"192",2022,"Isla_Todos_Santos_Expuesto","North",1,0,NA,0,31.801562,-116.799888
"193",2022,"Isla_Todos_Santos_Expuesto","North",2,0,NA,0,31.801562,-116.799888
"194",2022,"Isla_Todos_Santos_Expuesto","North",3,0,NA,0,31.801562,-116.799888
"195",2022,"Isla_Todos_Santos_Expuesto","South",1,0,NA,0,31.800083,-116.796467
"196",2022,"Isla_Todos_Santos_Expuesto","South",2,0,NA,0,31.800083,-116.796467
"197",2022,"Isla_Todos_Santos_Expuesto","South",3,0,NA,0,31.800083,-116.796467
"198",2022,"Isla_Todos_Santos_Protegido","North",1,0,NA,0,31.814561,-116.801723
"199",2022,"Isla_Todos_Santos_Protegido","North",2,0,NA,0,31.814561,-116.801723
"200",2022,"Isla_Todos_Santos_Protegido","North",3,0,NA,0,31.814561,-116.801723
"201",2022,"Isla_Todos_Santos_Protegido","South",1,0,NA,0,31.810967,-116.799483
"202",2022,"Isla_Todos_Santos_Protegido","South",2,0,NA,0,31.810967,-116.799483
"203",2022,"Isla_Todos_Santos_Protegido","South",3,0,NA,0,31.810967,-116.799483
"204",2022,"Sal_Si_Puedes","North",1,0,NA,0,31.982592,-116.842221
"205",2022,"Sal_Si_Puedes","North",2,0,NA,0,31.982592,-116.842221
"206",2022,"Sal_Si_Puedes","North",3,0,NA,0,31.982592,-116.842221
"207",2022,"Sal_Si_Puedes","South",1,0,NA,0,31.976803,-116.833583
"208",2022,"Sal_Si_Puedes","South",2,0,NA,0,31.976803,-116.833583
"209",2022,"Sal_Si_Puedes","South",3,0,NA,0,31.976803,-116.833583
"210",2022,"San_Miguel","North",1,0,NA,0,31.9104345,-116.757552
"211",2022,"San_Miguel","North",2,0,NA,0,31.9104345,-116.757552
"212",2022,"San_Miguel","North",3,0,NA,0,31.9104345,-116.757552
"213",2022,"San_Miguel","South",1,0,NA,0,31.906184,-116.7533225
"214",2022,"San_Miguel","South",2,0,NA,0,31.906184,-116.7533225
"215",2022,"San_Miguel","South",3,0,NA,0,31.906184,-116.7533225
"216",2022,"Campo_Lopez","North",1,0,60,0,32.157503,-116.911891
"217",2022,"Campo_Lopez","North",2,0,60,0,32.157503,-116.911891
"218",2022,"Campo_Lopez","North",3,0,60,0,32.157503,-116.911891
"219",2023,"Campo_Lopez","North",1,0,60,0,32.157503,-116.911891
"220",2023,"Campo_Lopez","North",2,0,60,0,32.157503,-116.911891
"221",2023,"Campo_Lopez","North",3,0,60,0,32.157503,-116.911891
"222",2022,"Campo_Lopez","South",1,0,60,0,32.154178,-116.911088
"223",2022,"Campo_Lopez","South",2,0,60,0,32.154178,-116.911088
"224",2022,"Campo_Lopez","South",3,0,60,0,32.154178,-116.911088
"225",2023,"Campo_Lopez","South",1,0,60,0,32.154178,-116.911088
"226",2023,"Campo_Lopez","South",2,0,60,0,32.154178,-116.911088
"227",2023,"Campo_Lopez","South",3,0,60,0,32.154178,-116.911088
"228",2022,"Baja_Mar","North",1,0,60,0,32.01655,-116.882683
"229",2022,"Baja_Mar","North",2,0,60,0,32.01655,-116.882683
"230",2022,"Baja_Mar","North",3,0,60,0,32.01655,-116.882683
"231",2023,"Baja_Mar","North",1,0,60,0,32.01655,-116.882683
"232",2023,"Baja_Mar","North",2,0,60,0,32.01655,-116.882683
"233",2023,"Baja_Mar","North",3,0,60,0,32.01655,-116.882683
"234",2022,"Baja_Mar","South",1,0,60,0,32.007817,-116.875617
"235",2022,"Baja_Mar","South",2,0,60,0,32.007817,-116.875617
"236",2022,"Baja_Mar","South",3,0,60,0,32.007817,-116.875617
"237",2023,"Baja_Mar","South",1,0,60,0,32.007817,-116.875617
"238",2023,"Baja_Mar","South",2,0,60,0,32.007817,-116.875617
"239",2023,"Baja_Mar","South",3,0,60,0,32.007817,-116.875617
"240",2022,"Sal_Si_Puedes","North",1,0,60,0,31.982592,-116.842221
"241",2022,"Sal_Si_Puedes","North",2,0,60,0,31.982592,-116.842221
"242",2022,"Sal_Si_Puedes","North",3,0,60,0,31.982592,-116.842221
"243",2023,"Sal_Si_Puedes","North",1,0,60,0,31.982592,-116.842221
"244",2023,"Sal_Si_Puedes","North",2,0,60,0,31.982592,-116.842221
"245",2023,"Sal_Si_Puedes","North",3,0,60,0,31.982592,-116.842221
"246",2022,"Sal_Si_Puedes","South",1,0,60,0,31.976803,-116.833583
"247",2022,"Sal_Si_Puedes","South",2,0,60,0,31.976803,-116.833583
"248",2022,"Sal_Si_Puedes","South",3,0,60,0,31.976803,-116.833583
"249",2023,"Sal_Si_Puedes","South",1,0,60,0,31.976803,-116.833583
"250",2023,"Sal_Si_Puedes","South",2,0,60,0,31.976803,-116.833583
"251",2023,"Sal_Si_Puedes","South",3,0,60,0,31.976803,-116.833583
"252",2022,"Isla_Todos_Santos_Protegido","North",1,0,60,0,31.814561,-116.801723
"253",2022,"Isla_Todos_Santos_Protegido","North",2,0,60,0,31.814561,-116.801723
"254",2022,"Isla_Todos_Santos_Protegido","North",3,0,60,0,31.814561,-116.801723
"255",2023,"Isla_Todos_Santos_Protegido","North",1,0,60,0,31.814561,-116.801723
"256",2023,"Isla_Todos_Santos_Protegido","North",2,0,60,0,31.814561,-116.801723
"257",2023,"Isla_Todos_Santos_Protegido","North",3,0,60,0,31.814561,-116.801723
"258",2022,"Isla_Todos_Santos_Expuesto","North",1,0,60,0,31.801562,-116.799888
"259",2022,"Isla_Todos_Santos_Expuesto","North",2,0,60,0,31.801562,-116.799888
"260",2022,"Isla_Todos_Santos_Expuesto","North",3,0,60,0,31.801562,-116.799888
"261",2023,"Isla_Todos_Santos_Expuesto","North",1,0,60,0,31.801562,-116.799888
"262",2023,"Isla_Todos_Santos_Expuesto","North",2,0,60,0,31.801562,-116.799888
"263",2023,"Isla_Todos_Santos_Expuesto","North",3,0,60,0,31.801562,-116.799888
"264",2022,"Isla_Todos_Santos_Protegido","South",1,0,60,0,31.810967,-116.799483
"265",2022,"Isla_Todos_Santos_Protegido","South",2,0,60,0,31.810967,-116.799483
"266",2022,"Isla_Todos_Santos_Protegido","South",3,0,60,0,31.810967,-116.799483
"267",2023,"Isla_Todos_Santos_Protegido","South",1,0,60,0,31.810967,-116.799483
"268",2023,"Isla_Todos_Santos_Protegido","South",2,0,60,0,31.810967,-116.799483
"269",2023,"Isla_Todos_Santos_Protegido","South",3,0,60,0,31.810967,-116.799483
"270",2022,"Isla_Todos_Santos_Expuesto","South",1,0,60,0,31.800083,-116.796467
"271",2022,"Isla_Todos_Santos_Expuesto","South",2,0,60,0,31.800083,-116.796467
"272",2022,"Isla_Todos_Santos_Expuesto","South",3,0,60,0,31.800083,-116.796467
"273",2023,"Isla_Todos_Santos_Expuesto","South",1,0,60,0,31.800083,-116.796467
"274",2023,"Isla_Todos_Santos_Expuesto","South",2,0,60,0,31.800083,-116.796467
"275",2023,"Isla_Todos_Santos_Expuesto","South",3,0,60,0,31.800083,-116.796467
"276",2022,"San_Miguel","North",1,0,60,0,31.9104345,-116.757552
"277",2022,"San_Miguel","North",2,0,60,0,31.9104345,-116.757552
"278",2022,"San_Miguel","North",3,0,60,0,31.9104345,-116.757552
"279",2023,"San_Miguel","North",1,0,60,0,31.9104345,-116.757552
"280",2023,"San_Miguel","North",2,0,60,0,31.9104345,-116.757552
"281",2023,"San_Miguel","North",3,0,60,0,31.9104345,-116.757552
"282",2022,"San_Miguel","South",1,0,60,0,31.906184,-116.7533225
"283",2022,"San_Miguel","South",2,0,60,0,31.906184,-116.7533225
"284",2022,"San_Miguel","South",3,0,60,0,31.906184,-116.7533225
"285",2023,"San_Miguel","South",1,0,60,0,31.906184,-116.7533225
"286",2023,"San_Miguel","South",2,0,60,0,31.906184,-116.7533225
"287",2023,"San_Miguel","South",3,0,60,0,31.906184,-116.7533225
